assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
94027257,22705611,Cyanocitta cristata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocitta,cristata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
94028730,103727626,Cyanolyca armillata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanolyca,armillata,,,,"(Gray, 1845)",Least Concern,,3.1,Stable,Global
94028896,22705649,Cyanolyca turcosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanolyca,turcosa,,,,"(Bonaparte, 1853)",Least Concern,,3.1,Stable,Global
94029066,22705652,Cyanolyca viridicyanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanolyca,viridicyanus,,,,"(Lafresnaye & D'Orbigny, 1838)",Near Threatened,A3c,3.1,Decreasing,Global
94029460,22705666,Cyanolyca pulchra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanolyca,pulchra,,,,"(Lawrence, 1876)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94031936,22705711,Cyanocorax violaceus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,violaceus,,,,"Du Bus, 1847",Least Concern,,3.1,Stable,Global
94032327,22705717,Cyanocorax heilprini,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,heilprini,,,,"Gentry, 1885",Least Concern,,3.1,Stable,Global
94032514,22705720,Cyanocorax cayanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,cayanus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94033443,22705732,Cyanocorax cyanopogon,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,cyanopogon,,,,"(Wied, 1821)",Least Concern,,3.1,Decreasing,Global
94033615,22705735,Cyanocorax mystacalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocorax,mystacalis,,,,"(Geoffroy Saint-Hilaire, 1835)",Least Concern,,3.1,Decreasing,Global
94034687,22705768,Garrulus lanceolatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Garrulus,lanceolatus,,,,"Vigors, 1831",Least Concern,,3.1,Stable,Global
94034884,22705771,Garrulus lidthi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Garrulus,lidthi,,,,"Bonaparte, 1851",Vulnerable,C2a(ii),3.1,Decreasing,Global
94035605,22705787,Urocissa ornata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Urocissa,ornata,,,,"(Wagler, 1829)",Vulnerable,"B1ab(ii,iii,iv,v)",3.1,Decreasing,Global
94036491,103719392,Urocissa whiteheadi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Urocissa,whiteheadi,,,,"Ogilvie-Grant, 1899",Endangered,C2a(ii),3.1,Decreasing,Global
94036926,22705813,Cissa hypoleuca,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cissa,hypoleuca,,,,"Salvadori & Giglioli, 1885",Least Concern,,3.1,Decreasing,Global
94037364,22705839,Dendrocitta formosae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Dendrocitta,formosae,,,,"Swinhoe, 1863",Least Concern,,3.1,Decreasing,Global
94037616,103719284,Dendrocitta occipitalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Dendrocitta,occipitalis,,,,"(Müller, 1835)",Least Concern,,3.1,Stable,Global
94038644,22705858,Crypsirina cucullata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Crypsirina,cucullata,,,,"Jerdon, 1862",Near Threatened,C1+2a(i),3.1,Decreasing,Global
94038926,22705862,Temnurus temnurus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Temnurus,temnurus,,,,"(Temminck, 1825)",Least Concern,,3.1,Decreasing,Global
94039716,22705883,Podoces hendersoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Podoces,hendersoni,,,,"Hume, 1871",Least Concern,,3.1,Decreasing,Global
94040127,22705893,Podoces panderi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Podoces,panderi,,,,"Fischer, 1821",Least Concern,,3.1,Decreasing,Global
94040287,22705898,Podoces pleskei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Podoces,pleskei,,,,"Zarudny, 1896",Least Concern,,3.1,Stable,Global
94041131,22705935,Corvus dauuricus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,dauuricus,,,,"Pallas, 1776",Least Concern,,3.1,Stable,Global
94043721,22705966,Corvus meeki,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,meeki,,,,"Rothschild, 1904",Least Concern,,3.1,Stable,Global
94043888,22705969,Corvus woodfordi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,woodfordi,,,,"(Ogilvie-Grant, 1887)",Least Concern,,3.1,Stable,Global
94044051,22705972,Corvus fuscicapillus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,fuscicapillus,,,,"Gray, 1859",Near Threatened,"B1ab(ii,iii,v);C1+2a(i)",3.1,Decreasing,Global
94044319,22705975,Corvus tristis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,tristis,,,,"Lesson & Garnot, 1827",Least Concern,,3.1,Stable,Global
94044487,22705978,Corvus capensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,capensis,,,,"Lichtenstein, 1823",Least Concern,,3.1,Increasing,Global
94044793,22705986,Corvus caurinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,caurinus,,,,"Baird, 1858",Least Concern,,3.1,Increasing,Global
94045235,22705993,Corvus ossifragus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,ossifragus,,,,"Wilson, 1812",Least Concern,,3.1,Increasing,Global
94046195,22706013,Corvus leucognaphalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,leucognaphalus,,,,"Daudin, 1800",Vulnerable,"A2cd;B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
94046488,103727590,Corvus macrorhynchos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,macrorhynchos,,,,"Wagler, 1827",Least Concern,,3.1,Stable,Global
94047270,22706030,Corvus bennetti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,bennetti,,,,"North, 1901",Least Concern,,3.1,Decreasing,Global
94047450,22706033,Corvus coronoides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,coronoides,,,,"Vigors & Horsfield, 1827",Least Concern,,3.1,Increasing,Global
94048187,22706052,Corvus hawaiiensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,hawaiiensis,,,,"Peale, 1848",Extinct in the Wild,,3.1,,Global
94048555,22706055,Corvus cryptoleucus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,cryptoleucus,,,,"Couch, 1854",Least Concern,,3.1,Stable,Global
94049190,22706073,Corvus rhipidurus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,rhipidurus,,,,"Hartert, 1918",Least Concern,,3.1,Decreasing,Global
94049525,22706077,Corvus albicollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,albicollis,,,,"Latham, 1790",Least Concern,,3.1,Decreasing,Global
94049830,22706081,Corvus crassirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,crassirostris,,,,"Rüppell, 1836",Least Concern,,3.1,Stable,Global
94050044,22706085,Melampitta lugubris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELAMPITTIDAE,Melampitta,lugubris,,,,"Schlegel, 1873",Least Concern,,3.1,Stable,Global
94050207,22706088,Megalampitta gigantea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELAMPITTIDAE,Megalampitta,gigantea,,,,"(Rothschild, 1899)",Least Concern,,3.1,Stable,Global
94052667,22706145,Paradigalla carunculata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Paradigalla,carunculata,,,,"Lesson, 1835",Near Threatened,"B1ab(ii,iii,v);C2a(i)",3.1,Decreasing,Global
94052907,22706148,Paradigalla brevicauda,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Paradigalla,brevicauda,,,,"Rothschild & Hartert, 1911",Least Concern,,3.1,Stable,Global
94053394,22706154,Epimachus meyeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Epimachus,meyeri,,,,"Finsch, 1885",Least Concern,,3.1,Stable,Global
94053564,22706157,Drepanornis albertisi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Drepanornis,albertisi,,,,"(Sclater, 1873)",Least Concern,,3.1,Stable,Global
94053738,22706160,Drepanornis bruijnii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Drepanornis,bruijnii,,,,"Oustalet, 1880",Near Threatened,C1,3.1,Decreasing,Global
94054166,22706171,Parotia sefilata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Parotia,sefilata,,,,"(Pennant, 1781)",Least Concern,,3.1,Stable,Global
94054313,22706174,Parotia carolae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Parotia,carolae,,,,"Meyer, 1894",Least Concern,,3.1,Stable,Global
94054836,22706183,Parotia wahnesi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Parotia,wahnesi,,,,"Rothschild, 1906",Near Threatened,C2a(i),3.1,Stable,Global
94056479,22706212,Astrapia nigra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Astrapia,nigra,,,,"(Gmelin, 1788)",Least Concern,,3.1,Stable,Global
94056657,22706215,Astrapia splendidissima,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Astrapia,splendidissima,,,,"Rothschild, 1895",Least Concern,,3.1,Stable,Global
94056829,22706218,Astrapia mayeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Astrapia,mayeri,,,,"Stonor, 1939",Near Threatened,C1,3.1,Decreasing,Global
94057390,22706229,Pteridophora alberti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Pteridophora,alberti,,,,"Meyer, 1894",Least Concern,,3.1,Decreasing,Global
94057735,22706241,Paradisaea rubra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Paradisaea,rubra,,,,"Daudin, 1800",Near Threatened,"B1ab(ii,iii,v);C1+2a(i)",3.1,Decreasing,Global
94058204,22706249,Paradisaea apoda,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Paradisaea,apoda,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
94058564,22706257,Paradisaea decora,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Paradisaea,decora,,,,"Salvin & Godman, 1883",Vulnerable,C2a(i); D1,3.1,Decreasing,Global
94058850,22706261,Paradisaea guilielmi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARADISAEIDAE,Paradisaea,guilielmi,,,,"Cabanis, 1888",Near Threatened,C1,3.1,Decreasing,Global
94059452,22706270,Cracticus mentalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Cracticus,mentalis,,,,"Salvadori & D'Albertis, 1876",Least Concern,,3.1,Stable,Global
94059635,103703460,Cracticus torquatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Cracticus,torquatus,,,,"(Latham, 1801)",Least Concern,,3.1,Unknown,Global
94060232,22706282,Cracticus nigrogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Cracticus,nigrogularis,,,,"(Gould, 1837)",Least Concern,,3.1,Unknown,Global
94060435,22706285,Melloria quoyi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Melloria,quoyi,,,,"(Lesson, 1827)",Least Concern,,3.1,Stable,Global
94060862,22706293,Strepera graculina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Strepera,graculina,,,,"(White, 1790)",Least Concern,,3.1,Increasing,Global
94061073,22706296,Strepera fuliginosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Strepera,fuliginosa,,,,"(Gould, 1837)",Least Concern,,3.1,Stable,Global
94061518,22706302,Artamus fuscus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Artamus,fuscus,,,,"Vieillot, 1817",Least Concern,,3.1,Stable,Global
94063104,22706324,Artamus superciliosus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Artamus,superciliosus,,,,"(Gould, 1837)",Least Concern,,3.1,Stable,Global
94063639,22706330,Artamus cyanopterus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Artamus,cyanopterus,,,,"(Latham, 1801)",Least Concern,,3.1,Decreasing,Global
94064752,103691625,Oriolus melanotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,melanotis,,,,"Bonaparte, 1850",Least Concern,,3.1,Unknown,Global
94066348,22706372,Oriolus steerii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,steerii,,,,"Sharpe, 1877",Least Concern,,3.1,Stable,Global
94067911,22706400,Oriolus chlorocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,chlorocephalus,,,,"Shelley, 1896",Least Concern,,3.1,Decreasing,Global
94068649,22706415,Oriolus monacha,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,monacha,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
94068822,22706421,Oriolus larvatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,larvatus,,,,"Lichtenstein, 1823",Least Concern,,3.1,Increasing,Global
94069149,22706427,Oriolus percivali,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,percivali,,,,"Ogilvie-Grant, 1903",Least Concern,,3.1,Stable,Global
94069896,22706440,Oriolus hosii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,hosii,,,,"Sharpe, 1892",Near Threatened,C1,3.1,Decreasing,Global
94070575,22706449,Oriolus mellianus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,mellianus,,,,"Stresemann, 1922",Endangered,C2a(ii),3.1,Decreasing,Global
94071532,22706466,Coracina maxima,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,maxima,,,,"(Rüppell, 1839)",Least Concern,,3.1,Decreasing,Global
94072285,22706479,Coracina schistacea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,schistacea,,,,"(Sharpe, 1879)",Least Concern,,3.1,Stable,Global
94072442,22706483,Coracina personata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,personata,,,,"(Müller, 1843)",Least Concern,,3.1,Stable,Global
94072618,22706486,Coracina atriceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,atriceps,,,,"(Müller, 1843)",Least Concern,,3.1,Stable,Global
94073161,22706495,Coracina novaehollandiae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,novaehollandiae,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
94073608,22706502,Coracina temminckii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,temminckii,,,,"(Müller, 1843)",Least Concern,,3.1,Stable,Global
94074477,22706516,Coracina boyeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,boyeri,,,,"(Gray, 1846)",Least Concern,,3.1,Stable,Global
94074654,22706519,Coracina leucopygia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,leucopygia,,,,"(Bonaparte, 1850)",Least Concern,,3.1,Stable,Global
94075032,22706526,Coracina longicauda,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,longicauda,,,,"(De Vis, 1890)",Least Concern,,3.1,Stable,Global
94075192,22706529,Coracina parvula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Coracina,parvula,,,,"(Salvadori, 1878)",Least Concern,,3.1,Decreasing,Global
94075363,22706532,Celebesica abbotti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Celebesica,abbotti,,,,"(Riley, 1918)",Least Concern,,3.1,Decreasing,Global
94075510,22706535,Edolisoma anale,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,anale,,,,"(Verreaux &amp; Des Murs, 1860)",Near Threatened,C2a(ii),3.1,Stable,Global
94075734,22706538,Ceblepyris pectoralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Ceblepyris,pectoralis,,,,"(Jardine & Selby, 1828)",Least Concern,,3.1,Decreasing,Global
94076351,22706548,Cyanograucalus azureus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Cyanograucalus,azureus,,,,"(Cassin, 1852)",Least Concern,,3.1,Decreasing,Global
94076823,103694485,Ceblepyris cinereus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Ceblepyris,cinereus,,,,"(Müller, 1776)",Least Concern,,3.1,Decreasing,Global
94077003,22706564,Lalage typica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,typica,,,,"(Hartlaub, 1865)",Vulnerable,D1+2,3.1,Stable,Global
94077305,22706569,Lalage newtoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,newtoni,,,,"(Pollen, 1866)",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i)",3.1,Decreasing,Global
94078171,22706584,Edolisoma dohertyi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,dohertyi,,,,"Hartert, 1896",Least Concern,,3.1,Stable,Global
94078328,22706588,Edolisoma sula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,sula,,,,"Hartert, 1917",Least Concern,,3.1,Stable,Global
94078991,22706601,Edolisoma morio,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,morio,,,,"(Müller, 1843)",Least Concern,,3.1,Stable,Global
94079147,22706604,Edolisoma ceramense,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,ceramense,,,,"(Bonaparte, 1850)",Least Concern,,3.1,Stable,Global
94079311,22706607,Edolisoma incertum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,incertum,,,,"(Meyer, 1874)",Least Concern,,3.1,Stable,Global
94079642,22706614,Edolisoma melas,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,melas,,,,"(Lesson, 1828)",Least Concern,,3.1,Stable,Global
94079976,103702529,Edolisoma holopolium,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,holopolium,,,,"(Sharpe, 1888)",Near Threatened,C1,3.1,Decreasing,Global
94080485,22706629,Edolisoma ostentum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Edolisoma,ostentum,,,,"(Ripley, 1952)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
94080800,22706633,Lalage polioptera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,polioptera,,,,"(Sharpe, 1879)",Least Concern,,3.1,Stable,Global
94081257,22706639,Lalage fimbriata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,fimbriata,,,,"(Temminck, 1824)",Least Concern,,3.1,Decreasing,Global
94081673,22706645,Campochaera sloetii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Campochaera,sloetii,,,,"(Schlegel, 1866)",Least Concern,,3.1,Stable,Global
94081833,103702973,Lalage melanoleuca,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,melanoleuca,,,,"(Blyth, 1861)",Least Concern,,3.1,Stable,Global
94082818,22706669,Lalage aurea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,aurea,,,,"(Temminck, 1827)",Least Concern,,3.1,Decreasing,Global
94083148,103702795,Lalage atrovirens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,atrovirens,,,,"(Gray, 1862)",Least Concern,,3.1,Stable,Global
94083741,22706684,Lalage sharpei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,sharpei,,,,"Rothschild, 1900",Near Threatened,"B1ab(ii,iii,v);C1",3.1,Decreasing,Global
94083993,22706687,Lalage leucopyga,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Lalage,leucopyga,,,,"(Gould, 1838)",Least Concern,,3.1,Stable,Global
94084181,22706690,Campephaga petiti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Campephaga,petiti,,,,"Oustalet, 1884",Least Concern,,3.1,Decreasing,Global
94086048,22706731,Pericrocotus cantonensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Pericrocotus,cantonensis,,,,"Swinhoe, 1861",Least Concern,,3.1,Decreasing,Global
94086763,22706741,Pericrocotus cinnamomeus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Pericrocotus,cinnamomeus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94087010,22706744,Pericrocotus igneus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Pericrocotus,igneus,,,,"Blyth, 1846",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94087360,22706747,Pericrocotus lansbergei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Pericrocotus,lansbergei,,,,"Büttikofer, 1886",Least Concern,,3.1,Stable,Global
94087696,103694119,Pericrocotus solaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Pericrocotus,solaris,,,,"Blyth, 1846",Least Concern,,3.1,Stable,Global
94088435,22706763,Pericrocotus miniatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CAMPEPHAGIDAE,Pericrocotus,miniatus,,,,"(Temminck, 1822)",Least Concern,,3.1,Stable,Global
94089151,22706772,Hemipus hirundinaceus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VANGIDAE,Hemipus,hirundinaceus,,,,"(Temminck, 1822)",Least Concern,,3.1,Decreasing,Global
94089360,22706775,Chelidorhynx hypoxanthus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STENOSTIRIDAE,Chelidorhynx,hypoxanthus,,,,"(Blyth, 1843)",Least Concern,,3.1,Stable,Global
94089569,103708673,Rhipidura superciliaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,superciliaris,,,,"(Sharpe, 1877)",Least Concern,,3.1,Stable,Global
94089722,103707823,Rhipidura cyaniceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,cyaniceps,,,,"(Cassin, 1855)",Least Concern,,3.1,Stable,Global
94090200,103709726,Rhipidura albicollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,albicollis,,,,"(Vieillot, 1818)",Least Concern,,3.1,Stable,Global
94090600,22706796,Rhipidura aureola,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,aureola,,,,"Lesson, 1830",Least Concern,,3.1,Stable,Global
94090845,103709500,Rhipidura javanica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,javanica,,,,"(Sparrman, 1788)",Least Concern,,3.1,Stable,Global
94091548,22706809,Rhipidura diluta,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,diluta,,,,"Wallace, 1864",Least Concern,,3.1,Stable,Global
94091725,103708785,Rhipidura rufiventris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,rufiventris,,,,"(Vieillot, 1818)",Least Concern,,3.1,Stable,Global
94091935,22706815,Rhipidura fuscorufa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,fuscorufa,,,,"Sclater, 1883",Near Threatened,B1b(iii),3.1,Decreasing,Global
94092564,22706826,Rhipidura maculipectus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,maculipectus,,,,"Gray, 1858",Least Concern,,3.1,Stable,Global
94092735,22706831,Rhipidura leucothorax,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,leucothorax,,,,"Salvadori, 1874",Least Concern,,3.1,Stable,Global
94092928,22706836,Rhipidura atra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,atra,,,,"Salvadori, 1876",Least Concern,,3.1,Stable,Global
94093261,22706842,Rhipidura albolimbata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,albolimbata,,,,"Salvadori, 1874",Least Concern,,3.1,Stable,Global
94093443,22706845,Rhipidura phasiana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,phasiana,,,,"De Vis, 1884",Least Concern,,3.1,Stable,Global
94093611,22735745,Rhipidura fuliginosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,fuliginosa,,,,"(Sparrman, 1787)",Least Concern,,3.1,Unknown,Global
94094058,22706861,Rhipidura tenebrosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHIPIDURIDAE,Rhipidura,tenebrosa,,,,"Ramsay, 1882",Near Threatened,A2c+3c+4c;C1+2a(ii),3.1,Decreasing,Global
