"","grid_id","fortify_id","fdisp_orig","fdisp_HL","fdisp_WT","fdisp_HL_WT","fdisp_HL_null","fdisp_WT_null","fdisp_HL_WT_null","z_HL","z_WT","z_HL_WT","sr_orig","sr_HL","sr_WT","sr_HL_WT"
"976",976,"60",1.38974064873555,1.34279035192088,1.39842472108312,1.34279035192088,1.38834482259886,1.38842806981299,1.38766907443059,-0.655198940511784,0.215322883854847,-0.617545689916423,68,59,64,59
"977",977,"61",1.22495838407174,1.19073941201444,1.23489265735923,1.19073941201444,1.22642933259668,1.22292573170122,1.22622221725541,-0.537544207418746,0.31828277748578,-0.543773322050701,74,64,71,64
"988",988,"62",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"989",989,"63",0.729167243746497,0.729167243746497,0.729167243746497,0.729167243746497,0.729167243746497,0.729167243746497,0.729167243746497,NA,NA,NA,6,6,6,6
"990",990,"64",0.7472570564936,0.7472570564936,0.7472570564936,0.7472570564936,0.7472570564936,0.7472570564936,0.7472570564936,NA,NA,NA,9,9,9,9
"991",991,"65",1.25019307589136,1.25019307589136,1.25019307589136,1.25019307589136,1.25019307589136,1.25019307589136,1.25019307589136,NA,NA,NA,17,17,17,17
"992",992,"66",1.39322917306344,1.39322917306344,1.39322917306344,1.39322917306344,1.39322917306344,1.39322917306344,1.39322917306344,NA,NA,NA,25,25,25,25
"993",993,"67",1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,NA,NA,NA,16,16,16,16
"994",994,"68",1.1607329507829,1.1607329507829,1.1607329507829,1.1607329507829,1.1607329507829,1.1607329507829,1.1607329507829,NA,NA,NA,7,7,7,7
"995",995,"69",1.21502626909357,1.21502626909357,1.21502626909357,1.21502626909357,1.21502626909357,1.21502626909357,1.21502626909357,NA,NA,NA,8,8,8,8
"997",997,"70",1.23800696207623,1.23800696207623,1.23800696207623,1.23800696207623,1.23800696207623,1.23800696207623,1.23800696207623,NA,NA,NA,2,2,2,2
"1013",1013,"71",1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,NA,NA,NA,2,2,2,2
"1014",1014,"72",1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,NA,NA,NA,2,2,2,2
"1015",1015,"73",1.02208795193239,1.02208795193239,1.02208795193239,1.02208795193239,1.02208795193239,1.02208795193239,1.02208795193239,NA,NA,NA,12,12,12,12
"1016",1016,"74",1.26654589649246,1.26654589649246,1.26654589649246,1.26654589649246,1.26654589649246,1.26654589649246,1.26654589649246,NA,NA,NA,11,11,11,11
"1018",1018,"75",0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,NA,NA,NA,5,5,5,5
"1019",1019,"76",0.559850226142373,0.606582953175793,0.559850226142373,0.606582953175793,0.550213747535432,0.559850226142373,0.548467971811555,1.36361162854037,NA,1.41293052626853,7,6,7,6
"1023",1023,"77",0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,NA,NA,NA,8,8,8,8
"1024",1024,"78",0.470107728906623,0.470107728906623,0.470107728906623,0.470107728906623,0.470107728906623,0.470107728906623,0.470107728906623,NA,NA,NA,4,4,4,4
"1025",1025,"79",0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,NA,NA,NA,3,3,3,3
"1027",1027,"80",0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,NA,NA,NA,2,2,2,2
"1028",1028,"81",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"1029",1029,"82",0.347533289207687,0.347533289207687,0.347533289207687,0.347533289207687,0.347533289207687,0.347533289207687,0.347533289207687,NA,NA,NA,3,3,3,3
"1043",1043,"83",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"1044",1044,"84",1.32196290339223,0,0.0647478181771507,0,0,1.02334320081644,0,NA,-1.43920664698306,NA,3,1,2,1
"1045",1045,"85",1.34424747706998,1.29478514081388,1.28503750357469,1.29478514081388,1.34384486278544,1.34370835227643,1.34214790830005,-1.15316140752439,-1.8965020127291,-1.10014375639999,116,105,110,105
"1046",1046,"86",1.43179428842215,1.39361792420661,1.33975732482101,1.34039140949949,1.42943957195217,1.43120444154134,1.43018465009367,-0.743776104792883,-2.45945415363378,-1.76457885495769,115,101,106,100
"1047",1047,"87",1.54940217436588,1.56192378168031,1.4459178504761,1.46655874034929,1.54750804065053,1.5456935404294,1.54554712312946,0.150948623223992,-1.44157466023659,-0.806565699345309,66,53,58,52
"1048",1048,"88",1.80686319349253,1.80668579677328,1.75013314999375,1.69598822682718,1.80302392968941,1.79672408773565,1.80315319311574,0.0306148832766547,-0.438206662869873,-0.859187783054154,50,40,42,39
"1049",1049,"89",1.70049301731156,1.64854630796048,1.61255348853794,1.52171364606187,1.70035906800048,1.69743126056481,1.69871233619047,-0.559882646241762,-0.981903189674714,-1.67243723722571,44,38,39,37
"1050",1050,"90",1.40172040388294,1.39687193071003,1.32869528213161,1.30874962077356,1.40040746990144,1.40074278493893,1.39987133100347,-0.049115133565877,-1.37023907531766,-1.13784837639272,73,62,67,61
"1051",1051,"91",1.07545547313982,1.00372809984399,1.08651884935202,1.00372809984399,1.07432909987096,1.07500727325938,1.07675877776219,-1.44499810597108,0.436882888479507,-1.5455969346849,58,52,56,52
"1061",1061,"92",0.868681227801405,0.873195959745466,0.868681227801405,0.873195959745466,0.866682256779981,0.868681227801405,0.866943426121822,0.232907959928647,NA,0.227988268366046,18,17,18,17
"1062",1062,"93",0.901765157767744,0.901765157767744,0.901765157767744,0.901765157767744,0.901765157767744,0.901765157767744,0.901765157767744,NA,NA,NA,15,15,15,15
"1063",1063,"94",1.10349252278962,1.10349252278962,1.10349252278962,1.10349252278962,1.10349252278962,1.10349252278962,1.10349252278962,NA,NA,NA,17,17,17,17
"1064",1064,"95",0.996015825149653,1.02065349837573,0.996015825149653,1.02065349837573,0.993901404765049,0.996015825149653,0.994754541771424,0.570818265680928,NA,0.559371128390043,22,21,22,21
"1065",1065,"96",1.35013210518134,1.35013210518134,1.35013210518134,1.35013210518134,1.35013210518134,1.35013210518134,1.35013210518134,NA,NA,NA,26,26,26,26
"1066",1066,"97",1.32139284855773,1.32139284855773,1.32139284855773,1.32139284855773,1.32139284855773,1.32139284855773,1.32139284855773,NA,NA,NA,27,27,27,27
"1067",1067,"98",1.35387856774006,1.35387856774006,1.35387856774006,1.35387856774006,1.35387856774006,1.35387856774006,1.35387856774006,NA,NA,NA,19,19,19,19
"1068",1068,"99",1.42988918937819,1.42988918937819,1.42988918937819,1.42988918937819,1.42988918937819,1.42988918937819,1.42988918937819,NA,NA,NA,8,8,8,8
"1069",1069,"100",1.50132278850034,1.50132278850034,1.50132278850034,1.50132278850034,1.50132278850034,1.50132278850034,1.50132278850034,NA,NA,NA,7,7,7,7
"1083",1083,"101",1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,NA,NA,NA,6,6,6,6
"1084",1084,"102",1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,1.16241848547373,NA,NA,NA,6,6,6,6
"1085",1085,"103",1.37369887761304,1.37369887761304,1.37369887761304,1.37369887761304,1.37369887761304,1.37369887761304,1.37369887761304,NA,NA,NA,4,4,4,4
"1086",1086,"104",1.61842298036975,1.61842298036975,1.61842298036975,1.61842298036975,1.61842298036975,1.61842298036975,1.61842298036975,NA,NA,NA,3,3,3,3
"1087",1087,"105",1.02596771522962,1.02596771522962,1.02596771522962,1.02596771522962,1.02596771522962,1.02596771522962,1.02596771522962,NA,NA,NA,14,14,14,14
"1088",1088,"106",2.85782084997993,1.0282280767846,1.0282280767846,1.0282280767846,2.86966609075806,2.88964762984933,2.88085042634348,-3.90234051198518,-4.2460733687904,-4.04790297196953,16,15,15,15
"1090",1090,"107",0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,NA,NA,NA,2,2,2,2
"1091",1091,"108",0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,0.342191888082687,NA,NA,NA,2,2,2,2
"1092",1092,"109",0.472175735626674,0.517167807045186,0.472175735626674,0.517167807045186,0.463947454007003,0.472175735626674,0.464858230268543,0.983745096458974,NA,0.978119306805932,6,5,6,5
"1093",1093,"110",0.548195889040004,0.548195889040004,0.548195889040004,0.548195889040004,0.548195889040004,0.548195889040004,0.548195889040004,NA,NA,NA,3,3,3,3
"1094",1094,"111",0.820458070703775,0.820458070703775,0.820458070703775,0.820458070703775,0.820458070703775,0.820458070703775,0.820458070703775,NA,NA,NA,11,11,11,11
"1095",1095,"112",0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,0.716293575949335,NA,NA,NA,8,8,8,8
"1096",1096,"113",0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,NA,NA,NA,3,3,3,3
