"","grid_id","fortify_id","fdisp_orig","fdisp_HL","fdisp_WT","fdisp_HL_WT","fdisp_HL_null","fdisp_WT_null","fdisp_HL_WT_null","z_HL","z_WT","z_HL_WT","sr_orig","sr_HL","sr_WT","sr_HL_WT"
"33410",33410,"3340",1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,NA,NA,NA,34,34,34,34
"33411",33411,"3341",1.46401679454367,1.46401679454367,1.46401679454367,1.46401679454367,1.46401679454367,1.46401679454367,1.46401679454367,NA,NA,NA,35,35,35,35
"33412",33412,"3342",1.49140861193952,1.49140861193952,1.49140861193952,1.49140861193952,1.49140861193952,1.49140861193952,1.49140861193952,NA,NA,NA,34,34,34,34
"33413",33413,"3343",1.54338511269366,1.54338511269366,1.54338511269366,1.54338511269366,1.54338511269366,1.54338511269366,1.54338511269366,NA,NA,NA,32,32,32,32
"33414",33414,"3344",1.36853413200607,1.36853413200607,1.36853413200607,1.36853413200607,1.36853413200607,1.36853413200607,1.36853413200607,NA,NA,NA,31,31,31,31
"33415",33415,"3345",1.3162129654941,1.3162129654941,1.3162129654941,1.3162129654941,1.3162129654941,1.3162129654941,1.3162129654941,NA,NA,NA,33,33,33,33
"33416",33416,"3346",1.29290775290684,1.29290775290684,1.29290775290684,1.29290775290684,1.29290775290684,1.29290775290684,1.29290775290684,NA,NA,NA,35,35,35,35
"33417",33417,"3347",1.27548408488927,1.27548408488927,1.27548408488927,1.27548408488927,1.27548408488927,1.27548408488927,1.27548408488927,NA,NA,NA,36,36,36,36
"33418",33418,"3348",1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,NA,NA,NA,38,38,38,38
"33419",33419,"3349",1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,1.40317321040944,NA,NA,NA,38,38,38,38
"33420",33420,"3350",1.22552928327408,1.22552928327408,1.22552928327408,1.22552928327408,1.22552928327408,1.22552928327408,1.22552928327408,NA,NA,NA,39,39,39,39
"33421",33421,"3351",1.18972698300281,1.18972698300281,1.18972698300281,1.18972698300281,1.18972698300281,1.18972698300281,1.18972698300281,NA,NA,NA,41,41,41,41
"33422",33422,"3352",1.18715442232836,1.18715442232836,1.18715442232836,1.18715442232836,1.18715442232836,1.18715442232836,1.18715442232836,NA,NA,NA,45,45,45,45
"33423",33423,"3353",1.31611477769383,1.31611477769383,1.31611477769383,1.31611477769383,1.31611477769383,1.31611477769383,1.31611477769383,NA,NA,NA,50,50,50,50
"33424",33424,"3354",1.1256379033801,1.1256379033801,1.1256379033801,1.1256379033801,1.1256379033801,1.1256379033801,1.1256379033801,NA,NA,NA,40,40,40,40
"33425",33425,"3355",1.0116242003464,1.0116242003464,1.0116242003464,1.0116242003464,1.0116242003464,1.0116242003464,1.0116242003464,NA,NA,NA,29,29,29,29
"33426",33426,"3356",0.855568032956974,0.855568032956974,0.855568032956974,0.855568032956974,0.855568032956974,0.855568032956974,0.855568032956974,NA,NA,NA,23,23,23,23
"33427",33427,"3357",0.912405352348191,0.912405352348191,0.912405352348191,0.912405352348191,0.912405352348191,0.912405352348191,0.912405352348191,NA,NA,NA,26,26,26,26
"33428",33428,"3358",0.910366852025501,0.910366852025501,0.910366852025501,0.910366852025501,0.910366852025501,0.910366852025501,0.910366852025501,NA,NA,NA,25,25,25,25
"33429",33429,"3359",1.30919403389507,1.30919403389507,1.30919403389507,1.30919403389507,1.30919403389507,1.30919403389507,1.30919403389507,NA,NA,NA,19,19,19,19
"33430",33430,"3360",1.26776190576028,1.26776190576028,1.26776190576028,1.26776190576028,1.26776190576028,1.26776190576028,1.26776190576028,NA,NA,NA,17,17,17,17
"33431",33431,"3361",0.754964647044804,0.754964647044804,0.754964647044804,0.754964647044804,0.754964647044804,0.754964647044804,0.754964647044804,NA,NA,NA,10,10,10,10
"33432",33432,"3362",0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,NA,NA,NA,7,7,7,7
"33433",33433,"3363",0.668526151478957,0.668526151478957,0.668526151478957,0.668526151478957,0.668526151478957,0.668526151478957,0.668526151478957,NA,NA,NA,5,5,5,5
"33434",33434,"3364",0.743055349969746,0.743055349969746,0.743055349969746,0.743055349969746,0.743055349969746,0.743055349969746,0.743055349969746,NA,NA,NA,7,7,7,7
"33435",33435,"3365",0.69740401838673,0.69740401838673,0.69740401838673,0.69740401838673,0.69740401838673,0.69740401838673,0.69740401838673,NA,NA,NA,9,9,9,9
"33436",33436,"3366",0.721856081617101,0.721856081617101,0.721856081617101,0.721856081617101,0.721856081617101,0.721856081617101,0.721856081617101,NA,NA,NA,8,8,8,8
"33437",33437,"3367",0.734598171433937,0.734598171433937,0.734598171433937,0.734598171433937,0.734598171433937,0.734598171433937,0.734598171433937,NA,NA,NA,9,9,9,9
"33438",33438,"3368",0.656101899449554,0.656101899449554,0.656101899449554,0.656101899449554,0.656101899449554,0.656101899449554,0.656101899449554,NA,NA,NA,7,7,7,7
"33439",33439,"3369",0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,NA,NA,NA,5,5,5,5
"33465",33465,"3370",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"33466",33466,"3371",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"33488",33488,"3372",0.907117597253397,0.907117597253397,0.909140333585589,0.909140333585589,0.907117597253397,0.904950594820494,0.903674931996417,NA,0.110894679232169,0.140822202174059,15,15,14,14
"33489",33489,"3373",0.907117597253397,0.907117597253397,0.909140333585589,0.909140333585589,0.907117597253397,0.904338685935703,0.904396155208708,NA,0.124068099986896,0.125892907242542,15,15,14,14
"33490",33490,"3374",2.25035016345468,1.00704381927498,1.12298138418631,0.988677682918233,2.24890893129499,2.25140545686053,2.2201647764256,-3.76426924115254,-4.97579722641807,-3.41361598001461,54,38,45,35
"33491",33491,"3375",2.18533504860611,1.0268823758561,1.1314496410758,1.01126917599284,2.18501727332354,2.18641252995328,2.16639446843234,-3.9176535419127,-5.17734672918677,-3.64670469585044,57,41,48,38
"33492",33492,"3376",2.0570284032066,1.0268823758561,1.12991034060316,1.01126917599284,2.04818367250324,2.04706248612116,2.03310697509709,-3.48326608532358,-4.80802017298125,-3.02778410467045,58,41,50,38
"33493",33493,"3377",2.42117344944488,1.11359604061116,1.22661601926438,1.10022559623854,2.41773265283172,2.41134464160088,2.40869647407966,-3.40642450817191,-4.96740537578379,-3.01720154409847,48,30,40,28
"33494",33494,"3378",2.26030229147479,1.08905401404772,1.18484372478166,1.07544130826609,2.26436693171512,2.2626845977882,2.26794267953537,-3.51451481451282,-5.44490969849583,-3.34987427281034,54,36,46,34
"33495",33495,"3379",2.2850747249657,1.07828999230804,1.18797377671207,1.06365048760439,2.26131587825959,2.2738972887869,2.28472708106595,-3.54329432717161,-5.76467633320908,-3.6811908468996,53,36,46,35
"33496",33496,"3380",2.10339134364156,1.10038725132701,1.21935712942421,1.08515183909777,2.08682525342183,2.09513164010443,2.08487354849189,-3.25007943086561,-5.29105296317276,-3.10064623444264,47,31,41,30
"33497",33497,"3381",2.13508913483854,1.10069994193404,1.22633816683849,1.08612079581011,2.13524439943494,2.12799294549279,2.11306775525975,-3.34704838720068,-5.42562469783548,-3.10944562076392,46,30,40,29
"33498",33498,"3382",1.60071187603681,1.33887939339119,1.63318237588616,1.36720911454423,1.59890759838812,1.60364729877774,1.60948884195015,-1.15126861116381,0.294018508907643,-0.93683217687961,19,15,18,14
"33499",33499,"3383",1.24508885846032,1.24508885846032,1.43336021867153,1.43336021867153,1.24508885846032,0.993417339186396,0.951276842494364,NA,0.72005545973633,0.770802173636243,3,3,2,2
"33500",33500,"3384",0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,0,0
"33501",33501,"3385",1.77158949921938,1.42538137554959,1.82924354302239,1.496754777791,1.74738247587088,1.76285601449897,1.7307442650906,-0.862521772307206,0.385151819911162,-0.554065401202366,14,10,13,9
"33502",33502,"3386",1.87443938208564,1.14890272258626,1.2548317894594,1.13574312267075,1.85736170895185,1.87621129719251,1.86520752557561,-2.32729408694379,-4.60796714124567,-2.2226942320958,42,27,38,26
"33504",33504,"3387",1.97066615446845,1.14890272258626,1.25250442224604,1.13574312267075,1.95920562642446,1.97230749389518,1.95311678883089,-2.55468417153336,-5.00989755708576,-2.46964807858614,44,27,39,26
"33505",33505,"3388",2.09868152574841,1.11078803327286,1.21706864628905,1.09585619853991,2.08753862999494,2.09923204296956,2.09200063212497,-3.00773712232304,-5.56890757148241,-2.93594510360615,48,30,42,29
"33506",33506,"3389",1.94290660470458,1.0399479461905,1.14258567520937,1.02036489762839,1.92722080127521,1.93935715051256,1.92708495225835,-3.15794476851404,-5.72417319595606,-2.97253731512732,54,36,48,35
"33507",33507,"3390",1.88406460272106,0.956929709623034,1.09009328763381,0.956929709623034,1.86947191064945,1.88562214637128,1.8730962131986,-3.38779129751568,-6.40964328848878,-3.28536469670642,55,37,50,37
"33508",33508,"3391",1.75997649496524,0.956929709623034,1.08116033778657,0.956929709623034,1.753621932221,1.75673028372693,1.75603028620278,-3.24080631955362,-5.67620437838812,-3.22945382776945,48,37,45,37
"33509",33509,"3392",1.91703638544204,0.990766204131584,1.11615831433211,0.990766204131584,1.90560415364055,1.91487796512353,1.91184875321791,-3.32852101557335,-6.21867557125384,-3.36357193871743,54,37,49,37
"33510",33510,"3393",2.09326759054719,1.10718908892434,1.21093911027069,1.09048310299188,2.07471834180156,2.08822656307877,2.09060590760954,-3.04491313367378,-5.3808698003824,-3.13328150867998,48,31,42,30
"33511",33511,"3394",2.12094252600919,1.10311525587873,1.21444080667271,1.09207921638988,2.11279656240412,2.11141277604115,2.09853763112574,-2.96454010126901,-5.26901948893575,-3.0004673428022,48,29,41,28
"33518",33518,"3395",0.937309330345946,0.937309330345946,0.971108429492997,0.971108429492997,0.937309330345946,0.93684030512551,0.937947818598896,NA,0.352206555709137,0.350208385088707,10,10,9,9
"33520",33520,"3396",1.47616278236942,1.39265605279974,1.55760253077348,1.48110265601115,1.47572856306349,1.47429016115947,1.46994881298987,-0.736429262813472,0.730730037129351,0.0666330238507839,25,23,23,21
"33521",33521,"3397",1.47616278236942,1.39265605279974,1.55760253077348,1.48110265601115,1.47504795301055,1.47273037063845,1.46332634484884,-0.724206936043946,0.723154265186556,0.101582794369237,25,23,23,21
"33675",33675,"3398",0.816627645840098,0.816627645840098,0.816627645840098,0.816627645840098,0.816627645840098,0.816627645840098,0.816627645840098,NA,NA,NA,2,2,2,2
"33676",33676,"3399",1.02422873733743,0.915121898065166,0.95840483274364,0.879419647623014,1.02365934203279,1.02389198805219,1.02393273348295,-3.4556663389383,-2.44124284717089,-3.96590845870678,95,90,91,88
"33677",33677,"3400",1.03390240985454,0.954467039697177,0.974210329042283,0.916338915503698,1.0332088253895,1.03347294539183,1.03403063398163,-3.48197050891321,-2.7413184855141,-4.11613422364107,127,122,122,119
"33678",33678,"3401",1.22405589494563,1.11982240707518,1.18793396156417,1.07735928550846,1.22233437127155,1.22213229613156,1.22054031165566,-3.43849402247903,-1.36331065426755,-3.56793074859053,74,71,72,69
"33679",33679,"3402",1.40242816203705,1.28712651074804,1.3364916611734,1.27187418114986,1.40195925556891,1.40196924818608,1.40361002772283,-3.43520757743042,-2.21106382353492,-3.69182599447023,106,100,101,99
"33680",33680,"3403",1.48357683277783,1.36049219535961,1.41602141152569,1.3456902984136,1.4843294999796,1.48444603377077,1.48322340546787,-3.10119801849262,-1.93557386258301,-3.16893071878591,93,87,88,86
"33681",33681,"3404",1.54080391521878,1.49598591918416,1.48769094267134,1.49598591918416,1.53870010728791,1.53867961045708,1.54239661033098,-0.663855625261529,-0.922133791431048,-0.731857563555253,48,44,45,44
"33682",33682,"3405",1.50857907783075,1.45798422512942,1.45074330033904,1.45798422512942,1.50464906329459,1.50960295172191,1.50270909928359,-0.667217252361967,-1.01982287367201,-0.637492306311065,44,40,41,40
"33683",33683,"3406",1.43814174773038,1.38598579828377,1.38223001639294,1.38598579828377,1.43708510397222,1.4388327157592,1.43884165281115,-0.802511119099745,-1.0064636965586,-0.871017995524603,47,43,44,43
"33684",33684,"3407",1.35023808002912,1.29380670110064,1.29243596974724,1.29380670110064,1.35010549808074,1.34885836056776,1.34840893614694,-0.985952503671645,-1.08813542979091,-0.915011548002916,53,49,50,49
"33685",33685,"3408",1.26696294185987,1.21667651082222,1.21751723261079,1.21667651082222,1.2655258068432,1.26738835448154,1.26618355204955,-1.12179694323945,-1.31294263940513,-1.09622791699062,65,61,62,61
"33686",33686,"3409",1.29516283877144,1.25294635041077,1.25327593878153,1.25294635041077,1.29504636302102,1.29528327809998,1.29582287829949,-1.13196360304915,-1.31416299373791,-1.16985344628323,72,68,69,68
"33687",33687,"3410",1.44936433480153,1.3353665622162,1.41962167891225,1.3353665622162,1.4477396468677,1.44860367364123,1.44948615460147,-2.47507143698844,-0.841170918024798,-2.56331769373856,80,75,77,75
"33688",33688,"3411",1.42084095726435,1.3083384933736,1.39024453475456,1.3083384933736,1.41998695802259,1.41992264054321,1.42079817819781,-2.61816176444502,-0.932786532251327,-2.67849988069465,83,78,80,78
"33689",33689,"3412",1.38559707108319,1.26852280324211,1.35416590712478,1.26852280324211,1.38501526708809,1.38671783055123,1.3850112868041,-2.69292009672727,-1.04929812828786,-2.71150761752431,81,76,78,76
"33690",33690,"3413",1.29715631414902,1.16665504265739,1.25813361460886,1.16665504265739,1.29672091027108,1.29637747208868,1.29801761044774,-3.28788650379367,-1.20728604807056,-3.52548421704897,78,73,75,73
"33691",33691,"3414",1.36943275716171,1.2487165228811,1.33381516478934,1.2487165228811,1.37038859536507,1.37021120329468,1.36837760358346,-3.2271679210553,-1.23332017381753,-3.05590095679543,79,74,76,74
"33692",33692,"3415",1.47142883659867,1.35146279413553,1.4325783188579,1.35146279413553,1.46953167646214,1.47118243284016,1.47129884812924,-2.44517292624005,-1.01852610480795,-2.60919228769633,81,75,77,75
"33693",33693,"3416",1.5091435514083,1.39602571667637,1.4749359701575,1.39602571667637,1.50905695162422,1.51061039637211,1.51142657749717,-2.51881880748538,-0.995470385309885,-2.65057114794427,80,74,76,74
"33694",33694,"3417",1.44807075361753,1.32288458934029,1.40729766215113,1.32288458934029,1.44760561227663,1.44740215179712,1.44569499393514,-2.70990103726271,-1.11737605474715,-2.60132886962485,77,71,73,71
"33695",33695,"3418",1.3051643795954,1.17532114700083,1.26429435418711,1.17532114700083,1.30399970027234,1.30458912856956,1.30519162542608,-3.60042794050384,-1.43958624564963,-3.72211899865624,75,70,72,70
"33696",33696,"3419",1.31162463359313,1.18428493875582,1.2846575348407,1.18428493875582,1.31029961748405,1.31073467605403,1.31078869602851,-3.43017159989963,-0.973838346641456,-3.30891138387137,66,62,64,62
"33697",33697,"3420",1.31136511777572,1.18340112620216,1.28386501772445,1.18340112620216,1.31015435462886,1.31097310603452,1.30982708368265,-3.14195295501039,-1.06801684519189,-3.34946211091728,66,62,64,62
"33698",33698,"3421",1.33889933952446,1.20698908472792,1.30914569816044,1.20698908472792,1.33899469784973,1.33826729829368,1.3401631559829,-3.43592797053638,-1.12214561377657,-3.39673004302489,64,60,62,60
"33699",33699,"3422",1.31794373327108,1.18122976939866,1.28638544347506,1.18122976939866,1.31890412809134,1.31845522170159,1.31710105063326,-3.45067850602287,-1.13464284606034,-3.44606524233903,63,59,61,59
"33700",33700,"3423",1.30370841178758,1.16543696106994,1.27257236664469,1.16543696106994,1.30382022406433,1.30498156265568,1.30309049924732,-3.47074541231769,-1.20125958411217,-3.33164348164807,63,59,61,59
"33701",33701,"3424",1.34788927261076,1.22795312321571,1.32154140777395,1.22795312321571,1.34758077392586,1.34784574817061,1.34907106786009,-2.81753386337622,-0.913015818591052,-2.88840741405057,71,67,69,67
"33702",33702,"3425",1.46579222200351,1.35239239367574,1.36812635815489,1.27376112405194,1.46808588751402,1.46466485940841,1.46510204144222,-2.53354403802115,-2.30646100791135,-3.75716460500645,69,65,66,64
"33703",33703,"3426",1.41515225027953,1.29005539113684,1.30735114742553,1.20560478788795,1.41363670854218,1.41365316735353,1.4112312756626,-2.8025930197094,-2.81497862795729,-4.13209550444147,63,59,60,58
"33762",33762,"3427",1.32943021984277,1.32943021984277,1.32943021984277,1.32943021984277,1.32943021984277,1.32943021984277,1.32943021984277,NA,NA,NA,18,18,18,18
"33763",33763,"3428",1.52455866191178,1.33566573126388,1.33566573126388,1.33566573126388,1.52567277625868,1.52366902199715,1.52387774283652,-3.74484144783607,-3.53837246987719,-3.52970217082173,43,42,42,42
"33764",33764,"3429",1.54623662255131,1.35478103088964,1.35478103088964,1.35478103088964,1.54739188627373,1.54651593416192,1.54390025477868,-3.8201072394472,-3.71945782183584,-3.37505180176773,42,41,41,41
"33765",33765,"3430",1.48046088642902,1.30242509105106,1.30242509105106,1.30242509105106,1.48201904085891,1.48239200303026,1.47954311540489,-3.85990054709392,-4.08500461397512,-3.58452440380789,45,44,44,44
"33766",33766,"3431",1.32475550602317,1.32475550602317,1.32475550602317,1.32475550602317,1.32475550602317,1.32475550602317,1.32475550602317,NA,NA,NA,43,43,43,43
"33767",33767,"3432",1.32909649064854,1.32909649064854,1.32909649064854,1.32909649064854,1.32909649064854,1.32909649064854,1.32909649064854,NA,NA,NA,42,42,42,42
"33768",33768,"3433",1.20589464803971,1.20589464803971,1.20589464803971,1.20589464803971,1.20589464803971,1.20589464803971,1.20589464803971,NA,NA,NA,39,39,39,39
"33769",33769,"3434",1.03873540478483,1.03873540478483,1.03873540478483,1.03873540478483,1.03873540478483,1.03873540478483,1.03873540478483,NA,NA,NA,36,36,36,36
"33770",33770,"3435",1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,1.08115523941648,NA,NA,NA,34,34,34,34
"33771",33771,"3436",1.07831250027702,1.07831250027702,1.07831250027702,1.07831250027702,1.07831250027702,1.07831250027702,1.07831250027702,NA,NA,NA,36,36,36,36
"33772",33772,"3437",1.46539332562758,1.46539332562758,1.46539332562758,1.46539332562758,1.46539332562758,1.46539332562758,1.46539332562758,NA,NA,NA,37,37,37,37
"33773",33773,"3438",1.51105058466017,1.51105058466017,1.51105058466017,1.51105058466017,1.51105058466017,1.51105058466017,1.51105058466017,NA,NA,NA,34,34,34,34
"33774",33774,"3439",1.51122737675977,1.51122737675977,1.51122737675977,1.51122737675977,1.51122737675977,1.51122737675977,1.51122737675977,NA,NA,NA,34,34,34,34
"33775",33775,"3440",1.32988790859117,1.32988790859117,1.32988790859117,1.32988790859117,1.32988790859117,1.32988790859117,1.32988790859117,NA,NA,NA,32,32,32,32
"33776",33776,"3441",1.3095516779147,1.3095516779147,1.3095516779147,1.3095516779147,1.3095516779147,1.3095516779147,1.3095516779147,NA,NA,NA,33,33,33,33
"33777",33777,"3442",1.27270690059822,1.27270690059822,1.27270690059822,1.27270690059822,1.27270690059822,1.27270690059822,1.27270690059822,NA,NA,NA,37,37,37,37
"33778",33778,"3443",1.25024380807352,1.25024380807352,1.25024380807352,1.25024380807352,1.25024380807352,1.25024380807352,1.25024380807352,NA,NA,NA,38,38,38,38
"33779",33779,"3444",1.3804162394428,1.3804162394428,1.3804162394428,1.3804162394428,1.3804162394428,1.3804162394428,1.3804162394428,NA,NA,NA,40,40,40,40
"33780",33780,"3445",1.33548361461875,1.33548361461875,1.33548361461875,1.33548361461875,1.33548361461875,1.33548361461875,1.33548361461875,NA,NA,NA,42,42,42,42
"33781",33781,"3446",1.32226782976479,1.32226782976479,1.32226782976479,1.32226782976479,1.32226782976479,1.32226782976479,1.32226782976479,NA,NA,NA,43,43,43,43
"33782",33782,"3447",1.18017769249106,1.18017769249106,1.18017769249106,1.18017769249106,1.18017769249106,1.18017769249106,1.18017769249106,NA,NA,NA,42,42,42,42
"33783",33783,"3448",1.0639287840121,1.0639287840121,1.0639287840121,1.0639287840121,1.0639287840121,1.0639287840121,1.0639287840121,NA,NA,NA,38,38,38,38
"33784",33784,"3449",1.10507775525867,1.10507775525867,1.10507775525867,1.10507775525867,1.10507775525867,1.10507775525867,1.10507775525867,NA,NA,NA,39,39,39,39
"33785",33785,"3450",1.17209715123984,1.17209715123984,1.17209715123984,1.17209715123984,1.17209715123984,1.17209715123984,1.17209715123984,NA,NA,NA,33,33,33,33
"33786",33786,"3451",1.15715253594876,1.15715253594876,1.15715253594876,1.15715253594876,1.15715253594876,1.15715253594876,1.15715253594876,NA,NA,NA,30,30,30,30
"33787",33787,"3452",1.00340742746848,1.00340742746848,1.00340742746848,1.00340742746848,1.00340742746848,1.00340742746848,1.00340742746848,NA,NA,NA,30,30,30,30
"33788",33788,"3453",0.994355734584963,0.994355734584963,0.994355734584963,0.994355734584963,0.994355734584963,0.994355734584963,0.994355734584963,NA,NA,NA,25,25,25,25
"33789",33789,"3454",0.933229018285825,0.933229018285825,0.933229018285825,0.933229018285825,0.933229018285825,0.933229018285825,0.933229018285825,NA,NA,NA,13,13,13,13
"33790",33790,"3455",0.778924021986915,0.778924021986915,0.778924021986915,0.778924021986915,0.778924021986915,0.778924021986915,0.778924021986915,NA,NA,NA,10,10,10,10
"33791",33791,"3456",0.703225675525804,0.703225675525804,0.703225675525804,0.703225675525804,0.703225675525804,0.703225675525804,0.703225675525804,NA,NA,NA,10,10,10,10
"33792",33792,"3457",0.826055190824983,0.826055190824983,0.826055190824983,0.826055190824983,0.826055190824983,0.826055190824983,0.826055190824983,NA,NA,NA,11,11,11,11
"33793",33793,"3458",0.8793732373114,0.8793732373114,0.8793732373114,0.8793732373114,0.8793732373114,0.8793732373114,0.8793732373114,NA,NA,NA,8,8,8,8
"33794",33794,"3459",0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,0.723583641301192,NA,NA,NA,7,7,7,7
"33795",33795,"3460",0.779454119829539,0.779454119829539,0.779454119829539,0.779454119829539,0.779454119829539,0.779454119829539,0.779454119829539,NA,NA,NA,10,10,10,10
"33796",33796,"3461",0.728338730141975,0.728338730141975,0.728338730141975,0.728338730141975,0.728338730141975,0.728338730141975,0.728338730141975,NA,NA,NA,11,11,11,11
"33797",33797,"3462",0.626955366502576,0.626955366502576,0.626955366502576,0.626955366502576,0.626955366502576,0.626955366502576,0.626955366502576,NA,NA,NA,7,7,7,7
"33798",33798,"3463",0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,NA,NA,NA,8,8,8,8
"33799",33799,"3464",0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,0.633659482672426,NA,NA,NA,8,8,8,8
"33800",33800,"3465",0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,0.741389635253523,NA,NA,NA,5,5,5,5
"33801",33801,"3466",0.577316522988559,0.577316522988559,0.577316522988559,0.577316522988559,0.577316522988559,0.577316522988559,0.577316522988559,NA,NA,NA,4,4,4,4
"33826",33826,"3467",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"33827",33827,"3468",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"33850",33850,"3469",2.19329827106707,0.982063171972803,1.09750104792193,0.963543873397171,2.20095463009227,2.19627148661342,2.17109009338633,-3.95074176155278,-5.25172811886273,-3.57276307122636,56,40,47,37
"33851",33851,"3470",2.11059974264089,0.998833533760519,1.11852227911186,0.984862676950358,2.11007679729381,2.10650321687143,2.10124974762445,-4.06736369248329,-4.97337742998973,-3.4411621292755,60,43,50,39
"33852",33852,"3471",2.10245146614696,1.0203254811677,1.13155146200221,1.00538005651019,2.07008680222359,2.09347673508168,2.11067151565731,-3.75592331854671,-4.88269387160426,-3.46546603957852,61,44,51,40
"33853",33853,"3472",2.24822928558457,1.0543887373437,1.17493157625409,1.03820625772008,2.25637152994302,2.24520061353248,2.22892782485918,-3.2117357530323,-4.94722367678405,-2.9924899603549,50,33,43,31
"33854",33854,"3473",2.13549051970912,1.11515933487212,1.23640862243277,1.10554482175494,2.13236723628434,2.12471014432814,2.13145416122533,-3.43143372003945,-5.1741368802709,-3.47933324296037,46,32,40,31
"33855",33855,"3474",2.16031635704632,1.04382625245139,1.14698600605495,1.032254400895,2.14727048586871,2.15373962466721,2.16909723741668,-3.65210342716099,-6.0373365414357,-3.7522474607086,58,41,51,40
"33856",33856,"3475",2.18990003508533,1.02350422322859,1.13422332705002,1.00859137362288,2.18591658054799,2.1811781848345,2.17146322429432,-3.79760132468684,-6.04374592043184,-3.71826164714442,56,39,49,38
"33857",33857,"3476",2.03852628598267,1.07528115572369,1.1919386778593,1.06105160279939,2.01657166831737,2.03177972049357,2.02487951603552,-3.17917579832754,-5.25145965192877,-3.15121077506363,49,33,43,32
"33859",33859,"3477",1.60071187603681,1.33887939339119,1.63318237588616,1.36720911454423,1.59629939057724,1.59786413700946,1.59469229733263,-1.09713485960796,0.328179513073805,-0.885239924845846,19,15,18,14
"33860",33860,"3478",1.09478863746652,1.09478863746652,1.1317338898879,1.1317338898879,1.09478863746652,1.0143176031436,0.996787533634058,NA,0.482306318720177,0.52662263251089,4,4,3,3
"33861",33861,"3479",1.69795210373051,1.38324132905987,1.74585474151097,1.43638619386432,1.69428172476375,1.69950082753903,1.66275625354993,-1.03561437687599,0.348217577898458,-0.66286257403029,16,12,15,11
"33862",33862,"3480",1.69795210373051,1.38324132905987,1.74585474151097,1.43638619386432,1.69059758418022,1.69520597847925,1.6905904117474,-1.03963327771872,0.369360540104525,-0.744323853554542,16,12,15,11
"33866",33866,"3481",2.31335014371952,1.18582671265529,1.30093692969454,1.17773303843927,2.29373949334398,2.30900761147148,2.30966294100242,-2.90930076096517,-5.05952470902135,-2.86086590589031,41,25,35,24
"33867",33867,"3482",1.91625422892898,1.01823289997789,1.12570012975839,0.999734362912742,1.89213225113369,1.9064138112195,1.91142313870938,-3.30308083476872,-5.50510886959555,-3.31751979365416,55,37,49,36
"33868",33868,"3483",1.8759769163566,0.971740767607753,1.09949976656738,0.971740767607753,1.85436831638789,1.87802452388833,1.88002496550021,-3.21938434702387,-6.46654765133655,-3.45916547919832,56,38,51,38
"33869",33869,"3484",1.70694231833238,0.947861999180067,1.07610370014403,0.947861999180067,1.71226680638252,1.70354561284469,1.71340870603642,-3.12719346892557,-5.87906949833587,-3.20039860287916,51,38,48,38
"33870",33870,"3485",1.90459731079043,1.0093665540921,1.11280062887043,0.989159741558837,1.9060337849806,1.90440171773674,1.89189915867028,-3.49014653623803,-5.86637685192366,-3.4153986966599,55,38,49,37
"33871",33871,"3486",2.12189738188252,1.12453665467129,1.22734311943309,1.10963259783332,2.08843625483976,2.12352901536909,2.10807113720273,-2.97966805873848,-5.54899515699192,-3.02232250350316,47,30,41,29
"33879",33879,"3487",0.901628843362051,0.750223988512507,0.931095638408162,0.777795612744338,0.895947933919154,0.904616618826107,0.899459981405444,-1.32264664372303,0.384771904186611,-0.877172280240799,13,11,12,10
"33880",33880,"3488",0.975683321118076,0.885506139705971,0.882826208038094,0.844377133902518,0.964225263321433,0.961972781977683,0.953057212852805,-0.843755078662209,-0.845995625482084,-0.82300239798492,16,13,13,11
"34037",34037,"3489",1.29574749871022,1.14127784282788,1.25138616662435,1.12528993436193,1.29397943871516,1.295722542944,1.29544476338322,-2.46666333022123,-1.03005722875239,-2.3878746608782,49,45,47,44
"34038",34038,"3490",1.0910359693658,0.969231528085567,0.991906185490668,0.92546722334057,1.08929354209218,1.09197867883839,1.09174404871357,-4.31421087915456,-3.56288424975621,-4.60142545914209,111,105,105,102
