"","grid_id","fortify_id","fdisp_orig","fdisp_HL","fdisp_WT","fdisp_HL_WT","fdisp_HL_null","fdisp_WT_null","fdisp_HL_WT_null","z_HL","z_WT","z_HL_WT","sr_orig","sr_HL","sr_WT","sr_HL_WT"
"23943",23943,"696",1.88147038127529,2.02144152701292,2.02144152701292,2.02144152701292,1.87444954823503,1.88560665398416,1.87723751316022,0.547108762230682,0.53611317691664,0.545235234329366,9,8,8,8
"23944",23944,"697",1.15059494064213,1.11560955940006,1.11560955940006,1.11560955940006,1.13689912395881,1.13351142230791,1.13238958820806,-0.208625389490171,-0.176563832658212,-0.162570293997733,7,6,6,6
"23945",23945,"698",1.17713482075114,1.15935670932946,1.15935670932946,1.15935670932946,1.14523909606398,1.14081569965123,1.14755712130048,0.0993245382170586,0.127668720222045,0.0833976368282026,6,5,5,5
"23946",23946,"699",1.15059494064213,1.11560955940006,1.11560955940006,1.11560955940006,1.13404938405324,1.13343033432559,1.13267297361059,-0.17952576159178,-0.17762352429588,-0.166344160670249,7,6,6,6
"23947",23947,"700",1.85171267970802,1.98032878335309,1.98032878335309,1.98032878335309,1.83939642721903,1.83720145267494,1.85738856937215,0.484055644112005,0.487317076613202,0.455033352153189,9,8,8,8
"23948",23948,"701",1.66822231233969,1.78822059698628,1.78822059698628,1.78822059698628,1.65866503034701,1.6554386907908,1.65612366770225,0.36304240123743,0.376729736468782,0.374493645241981,12,9,9,9
"23949",23949,"702",1.56974040347942,1.6379330079645,1.6379330079645,1.6379330079645,1.562556569097,1.56509921814924,1.56094507084767,0.493922866114472,0.459919938456391,0.486687785590422,25,21,21,21
"23950",23950,"703",1.40598231051163,1.433249347459,1.42205134352692,1.433249347459,1.40129460868809,1.40451735509146,1.40237225724785,0.267410292657851,0.164255229978141,0.257605004270805,33,28,29,28
"23951",23951,"704",1.40472690651069,1.42929646924247,1.42048154383736,1.42929646924247,1.40416281236043,1.39866672430862,1.40229576095926,0.272490952370902,0.253858087434508,0.299179148471044,39,34,35,34
"23952",23952,"705",1.39290691300556,1.41419666616913,1.40760818648311,1.41419666616913,1.38957457528124,1.38919244750252,1.39283880936133,0.287485844283101,0.232594196158579,0.261744304212298,41,36,37,36
"23953",23953,"706",1.34651729390333,1.35442422430972,1.35281038079792,1.35442422430972,1.34365457611229,1.34353436201996,1.34296919513623,0.122360236488439,0.117260984238278,0.122690150402032,41,36,37,36
"23954",23954,"707",1.32382307243806,1.35292007992087,1.35292007992087,1.35292007992087,1.32226728590202,1.32157433868326,1.31917787187462,0.413218138634968,0.422501701218383,0.434275812633652,40,37,37,37
"23955",23955,"708",1.34835035113339,1.38100292108213,1.38100292108213,1.38100292108213,1.34623700936813,1.34715598966462,1.34954620412355,0.500857084396138,0.479848205811861,0.460750092704121,41,38,38,38
"23956",23956,"709",1.34145013871454,1.3744363634167,1.3744363634167,1.3744363634167,1.34219295585382,1.3421862183472,1.34335628936554,0.458578268317521,0.460792076439636,0.453698033339313,40,37,37,37
"23957",23957,"710",1.30124162699091,1.32575587286651,1.32575587286651,1.32575587286651,1.30326384069648,1.2972979371003,1.30143705130102,0.35416924202944,0.419379070827432,0.362014002826265,43,40,40,40
"23958",23958,"711",1.16736241119405,1.20393889724753,1.17520728199303,1.20393889724753,1.1626048630342,1.16566495001193,1.16584376728014,0.584836379702678,0.181274866302419,0.538332636139867,53,48,50,48
"23959",23959,"712",1.23310147350032,1.17787723136487,1.24548144074271,1.17787723136487,1.22900270241254,1.23191190668509,1.23210403671121,-0.701528169378048,0.263188624200035,-0.723639720407725,57,51,54,51
"23960",23960,"713",1.24490398289477,1.17787723136487,1.25748180023357,1.17787723136487,1.24034154731227,1.24368641636155,1.2464583554795,-0.783834027829805,0.27606234972243,-0.872351601681518,58,51,55,51
"23961",23961,"714",1.25520075799642,1.18940938533566,1.26985172149071,1.18940938533566,1.25438391362649,1.25463051466247,1.25578161830125,-0.84994776038517,0.299265916044829,-0.826077606073779,56,49,53,49
"23962",23962,"715",1.25367113928173,1.19450435532503,1.26899043876761,1.19450435532503,1.25171319146311,1.25493199514324,1.24894274391236,-0.796865297633707,0.329795009870006,-0.729047795886278,59,52,56,52
"23963",23963,"716",1.28919790953321,1.21476013656795,1.30751618682169,1.21476013656795,1.28965418019162,1.28863075815096,1.28718505274414,-1.27215502507473,0.368357895276441,-1.22721717710996,55,51,52,51
"23964",23964,"717",0.785815036681606,0.516227550527229,0.516227550527229,0.516227550527229,0.732631276213951,0.738151787103711,0.729258172719285,-1.67738523571901,-1.73753358851687,-1.60938797358353,4,3,3,3
"23965",23965,"718",1.00373214799333,0,0,0,0,0,0,NA,NA,NA,2,1,1,1
"24021",24021,"719",0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,NA,NA,NA,4,4,4,4
"24022",24022,"720",0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,NA,NA,NA,4,4,4,4
"24023",24023,"721",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24024",24024,"722",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24025",24025,"723",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24026",24026,"724",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24027",24027,"725",0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,NA,NA,NA,3,3,3,3
"24028",24028,"726",0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,NA,NA,NA,2,2,2,2
"24029",24029,"727",0.70417129356693,0.70417129356693,0.70417129356693,0.70417129356693,0.70417129356693,0.70417129356693,0.70417129356693,NA,NA,NA,2,2,2,2
"24030",24030,"728",0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,NA,NA,NA,3,3,3,3
"24031",24031,"729",0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,0.791746437572369,NA,NA,NA,2,2,2,2
"24032",24032,"730",0.787480248763111,0.787480248763111,0.787480248763111,0.787480248763111,0.787480248763111,0.787480248763111,0.787480248763111,NA,NA,NA,6,6,6,6
"24033",24033,"731",0.899282476274128,0.899282476274128,0.899282476274128,0.899282476274128,0.899282476274128,0.899282476274128,0.899282476274128,NA,NA,NA,9,9,9,9
"24034",24034,"732",0.808043106260326,0.808043106260326,0.808043106260326,0.808043106260326,0.808043106260326,0.808043106260326,0.808043106260326,NA,NA,NA,11,11,11,11
"24035",24035,"733",0.877561325179228,0.877561325179228,0.877561325179228,0.877561325179228,0.877561325179228,0.877561325179228,0.877561325179228,NA,NA,NA,12,12,12,12
"24036",24036,"734",1.05443794703337,1.05443794703337,1.05443794703337,1.05443794703337,1.05443794703337,1.05443794703337,1.05443794703337,NA,NA,NA,14,14,14,14
"24037",24037,"735",1.0700984105012,1.0700984105012,1.0700984105012,1.0700984105012,1.0700984105012,1.0700984105012,1.0700984105012,NA,NA,NA,14,14,14,14
"24038",24038,"736",1.13960389502587,1.13960389502587,1.13960389502587,1.13960389502587,1.13960389502587,1.13960389502587,1.13960389502587,NA,NA,NA,15,15,15,15
"24039",24039,"737",1.11233926484765,1.11233926484765,1.11233926484765,1.11233926484765,1.11233926484765,1.11233926484765,1.11233926484765,NA,NA,NA,15,15,15,15
"24040",24040,"738",1.05246367169977,1.05246367169977,1.05246367169977,1.05246367169977,1.05246367169977,1.05246367169977,1.05246367169977,NA,NA,NA,15,15,15,15
"24041",24041,"739",1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,NA,NA,NA,16,16,16,16
"24042",24042,"740",1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,NA,NA,NA,16,16,16,16
"24050",24050,"741",1.34871150537496,1.34871150537496,1.34871150537496,1.34871150537496,1.34871150537496,1.34871150537496,1.34871150537496,NA,NA,NA,4,4,4,4
"24051",24051,"742",1.14241672946512,1.14241672946512,1.14241672946512,1.14241672946512,1.14241672946512,1.14241672946512,1.14241672946512,NA,NA,NA,6,6,6,6
"24052",24052,"743",0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,NA,NA,NA,5,5,5,5
"24053",24053,"744",1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,NA,NA,NA,6,6,6,6
"24054",24054,"745",1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,NA,NA,NA,6,6,6,6
"24152",24152,"746",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"24153",24153,"747",1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,NA,NA,NA,4,4,4,4
"24154",24154,"748",1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,1.62054212830831,NA,NA,NA,4,4,4,4
"24155",24155,"749",1.5482391137424,1.5482391137424,1.5482391137424,1.5482391137424,1.5482391137424,1.5482391137424,1.5482391137424,NA,NA,NA,5,5,5,5
"24156",24156,"750",1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,NA,NA,NA,9,9,9,9
"24157",24157,"751",1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,NA,NA,NA,9,9,9,9
"24158",24158,"752",1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,NA,NA,NA,9,9,9,9
"24302",24302,"753",0.829857626807696,0.525722927059499,0.525722927059499,0.525722927059499,0.783304646804161,0.781951998665078,0.786398056264472,-1.49705794549135,-1.48640449610579,-1.54087262402751,4,3,3,3
"24303",24303,"754",1.8197412273266,1.75740394941299,1.75740394941299,1.75740394941299,1.8185482979302,1.81900315475087,1.80060530638767,-0.346859152738687,-0.342261676785271,-0.229335910573553,15,13,13,13
"24304",24304,"755",1.88641933059032,1.85274881180218,1.85274881180218,1.85274881180218,1.86784527348205,1.88069816049514,1.8677678817348,-0.0651242918954876,-0.12550700202807,-0.0632713385256545,13,11,11,11
"24305",24305,"756",1.97902908986998,2.16670516465998,2.16670516465998,2.16670516465998,1.96796429113466,1.98114328620688,1.9650589357885,0.621356704363492,0.603025436731397,0.620850514675011,8,7,7,7
"24306",24306,"757",1.15059494064213,1.11560955940006,1.11560955940006,1.11560955940006,1.12794501192594,1.13152697985559,1.12894716503817,-0.115826476360592,-0.157647466930083,-0.12637989794419,7,6,6,6
"24307",24307,"758",1.06347097939611,0.999048207244191,0.999048207244191,0.999048207244191,1.0469996071827,1.04864556676234,1.05478156229881,-0.488901643039531,-0.525443827053663,-0.603533831941474,8,7,7,7
"24308",24308,"759",1.69566051352672,1.78822059698628,1.78822059698628,1.78822059698628,1.69784842178691,1.68010394672598,1.70222296519262,0.369338063952604,0.412543002280688,0.363980572002209,10,9,9,9
"24309",24309,"760",2.01802253399243,2.22645809840925,1.90410111217005,1.90410111217005,2.00610395194055,2.01011273529891,2.00014858835235,0.86282219920113,-0.358286219866327,-0.306376436081843,16,13,12,12
"24310",24310,"761",1.76999397805827,1.88270701128747,1.67489741815147,1.67489741815147,1.76313958466601,1.75593865310531,1.75508346880849,0.692008486921633,-0.415309212377426,-0.428552258943945,26,21,20,20
"24311",24311,"762",1.64098158185707,1.73737638606392,1.5236622311505,1.54816817456491,1.63117199310441,1.63121867660208,1.63977201840815,0.729448215710081,-0.689127761745011,-0.561969890863316,31,25,25,24
"24312",24312,"763",1.42507867351694,1.46123727434124,1.44717526542911,1.46123727434124,1.42217152013714,1.42074830922919,1.41549589086209,0.310841021807393,0.248732296134363,0.363070872318406,32,27,28,27
"24313",24313,"764",1.47860001722597,1.52538580552177,1.50861185441342,1.52538580552177,1.47904433109385,1.47706262549973,1.47703601193282,0.476422134671105,0.346470623198954,0.470245887216893,35,30,31,30
"24314",24314,"765",1.38470874773048,1.40276089031432,1.39641152457307,1.40276089031432,1.38367346790763,1.38339631308561,1.3763534577177,0.199160423891497,0.162159124308387,0.261931360568621,38,33,34,33
"24315",24315,"766",1.36884150883823,1.38444757694723,1.37969505208056,1.38444757694723,1.36641171328476,1.36715730924304,1.36792153022305,0.216330402433291,0.174857974541424,0.211603837885594,42,37,38,37
"24316",24316,"767",1.38220835531277,1.39641484510266,1.39641484510266,1.39641484510266,1.38647745467018,1.38099248392339,1.38135340570732,0.143437785904213,0.198093877686083,0.20607987425875,41,37,37,37
"24317",24317,"768",1.39939098354841,1.38530276075099,1.38530276075099,1.38530276075099,1.39999278171545,1.39796572855042,1.39709456951135,-0.228964221883536,-0.190521912482149,-0.179108898380794,40,37,37,37
"24318",24318,"769",1.35547185128978,1.35641003671985,1.35641003671985,1.35641003671985,1.35739352405983,1.35034594521867,1.35481007011396,-0.0155714665408608,0.0900937279048988,0.0258760330681514,37,35,35,35
"24319",24319,"770",1.31631151972927,1.33869885035534,1.31669720725123,1.33869885035534,1.31395048903166,1.31618197773969,1.31137947442944,0.264856392161374,0.00638415418209248,0.293725404539575,41,36,37,36
"24320",24320,"771",1.23999505390604,1.24621586264168,1.22834426527538,1.24621586264168,1.24057318504738,1.23849473677991,1.23653889934162,0.072664422232868,-0.146534757857487,0.122812370516714,47,42,43,42
"24321",24321,"772",1.21920050077386,1.22182004850297,1.20696321195359,1.22182004850297,1.21604730590201,1.21764743797683,1.21618090824681,0.0768013240312924,-0.196699373465737,0.0726652895994262,55,48,51,48
"24322",24322,"773",1.25569166356805,1.19120067182562,1.27011413724577,1.19120067182562,1.24998866178212,1.25642044981095,1.25452583268614,-0.749011848561025,0.282512190093576,-0.784940911702234,57,50,54,50
"24323",24323,"774",1.25359860724356,1.19615128627679,1.26788631602882,1.19615128627679,1.25171391781334,1.25380690795928,1.25204969190951,-0.78265419944131,0.332026538522828,-0.798461044467728,61,54,58,54
"24324",24324,"775",1.19362552400227,1.12898177432173,1.20185098417675,1.12898177432173,1.19650528273995,1.19450868868855,1.19591943145124,-1.10904973346359,0.185928177966695,-1.1263683695491,66,59,63,59
"24325",24325,"776",1.18102192567141,1.12898177432173,1.18825342017441,1.12898177432173,1.18102097531882,1.18170679888279,1.17772391510234,-0.785676281850799,0.160373740624189,-0.698687357292186,67,59,64,59
"24326",24326,"777",1.18105760068496,1.11266572962706,1.18910960540247,1.11266572962706,1.17899252658469,1.18118571735235,1.18206478352067,-0.984037991903766,0.192785159569557,-1.08016552727106,61,54,58,54
"24327",24327,"778",0.988120819401585,0.882091756298664,0.997803791951244,0.882091756298664,0.986311911419853,0.988420269047605,0.988913694847825,-1.80685645912942,0.248206610069993,-1.95631521028503,43,39,41,39
"24382",24382,"779",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24383",24383,"780",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24384",24384,"781",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24385",24385,"782",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24386",24386,"783",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24387",24387,"784",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24388",24388,"785",0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,NA,NA,NA,4,4,4,4
"24389",24389,"786",0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,NA,NA,NA,3,3,3,3
"24390",24390,"787",0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,NA,NA,NA,3,3,3,3
"24391",24391,"788",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"24392",24392,"789",0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,0.675598374717884,NA,NA,NA,3,3,3,3
"24393",24393,"790",0.752571211830289,0.752571211830289,0.752571211830289,0.752571211830289,0.752571211830289,0.752571211830289,0.752571211830289,NA,NA,NA,4,4,4,4
"24394",24394,"791",0.911132452216143,0.911132452216143,0.911132452216143,0.911132452216143,0.911132452216143,0.911132452216143,0.911132452216143,NA,NA,NA,8,8,8,8
"24395",24395,"792",0.929081146554831,0.929081146554831,0.929081146554831,0.929081146554831,0.929081146554831,0.929081146554831,0.929081146554831,NA,NA,NA,10,10,10,10
"24396",24396,"793",0.928644275955974,0.928644275955974,0.928644275955974,0.928644275955974,0.928644275955974,0.928644275955974,0.928644275955974,NA,NA,NA,14,14,14,14
"24397",24397,"794",0.98871549590959,0.98871549590959,0.98871549590959,0.98871549590959,0.98871549590959,0.98871549590959,0.98871549590959,NA,NA,NA,14,14,14,14
"24398",24398,"795",1.25355012773147,1.25355012773147,1.25355012773147,1.25355012773147,1.25355012773147,1.25355012773147,1.25355012773147,NA,NA,NA,14,14,14,14
"24399",24399,"796",1.20204096164647,1.20204096164647,1.20204096164647,1.20204096164647,1.20204096164647,1.20204096164647,1.20204096164647,NA,NA,NA,14,14,14,14
"24400",24400,"797",1.13812565412874,1.13812565412874,1.13812565412874,1.13812565412874,1.13812565412874,1.13812565412874,1.13812565412874,NA,NA,NA,15,15,15,15
"24401",24401,"798",1.06720342980015,1.06720342980015,1.06720342980015,1.06720342980015,1.06720342980015,1.06720342980015,1.06720342980015,NA,NA,NA,14,14,14,14
"24402",24402,"799",1.10386909697914,1.10386909697914,1.10386909697914,1.10386909697914,1.10386909697914,1.10386909697914,1.10386909697914,NA,NA,NA,17,17,17,17
"24403",24403,"800",1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,1.1316741654471,NA,NA,NA,16,16,16,16
"24411",24411,"801",1.24668868602707,1.24668868602707,1.24668868602707,1.24668868602707,1.24668868602707,1.24668868602707,1.24668868602707,NA,NA,NA,5,5,5,5
"24412",24412,"802",0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,NA,NA,NA,5,5,5,5
"24413",24413,"803",0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,NA,NA,NA,5,5,5,5
"24414",24414,"804",1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,NA,NA,NA,6,6,6,6
"24415",24415,"805",1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,1.16790724661952,NA,NA,NA,6,6,6,6
"24416",24416,"806",0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,0.982535932708836,NA,NA,NA,5,5,5,5
"24513",24513,"807",1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,1.77988536219473,NA,NA,NA,2,2,2,2
"24514",24514,"808",1.59704474453579,1.59704474453579,1.59704474453579,1.59704474453579,1.59704474453579,1.59704474453579,1.59704474453579,NA,NA,NA,3,3,3,3
"24515",24515,"809",1.45722041115357,1.45722041115357,1.45722041115357,1.45722041115357,1.45722041115357,1.45722041115357,1.45722041115357,NA,NA,NA,4,4,4,4
"24516",24516,"810",1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,NA,NA,NA,9,9,9,9
"24517",24517,"811",1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,NA,NA,NA,9,9,9,9
"24518",24518,"812",1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,1.15506734555539,NA,NA,NA,9,9,9,9
"24534",24534,"813",0.530673908772976,0.530673908772976,0.530673908772976,0.530673908772976,0.530673908772976,0.530673908772976,0.530673908772976,NA,NA,NA,4,4,4,4
"24535",24535,"814",0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,0.582061532480068,NA,NA,NA,5,5,5,5
"24553",24553,"815",0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,NA,NA,NA,3,3,3,3
"24554",24554,"816",0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,0.515440966342063,NA,NA,NA,3,3,3,3
"24569",24569,"817",0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,0.561144843040483,NA,NA,NA,2,2,2,2
"24571",24571,"818",0,0,0,0,0,0,0,NA,NA,NA,1,1,1,1
"24663",24663,"819",0.829857626807696,0.525722927059499,0.525722927059499,0.525722927059499,0.788537608848806,0.781025275106954,0.789467667243017,-1.53991619423698,-1.46917170753395,-1.56254317165015,4,3,3,3
"24664",24664,"820",1.76773074263081,1.7185672918155,1.7185672918155,1.7185672918155,1.75411008983353,1.76969365400587,1.76548346492899,-0.210905065871829,-0.333039349551815,-0.297697720352224,16,14,14,14
"24665",24665,"821",1.88641933059032,1.85274881180218,1.85274881180218,1.85274881180218,1.88460523886288,1.86520313303652,1.87308889177581,-0.14251557857543,-0.0523187102022713,-0.0869353491150611,13,11,11,11
"24666",24666,"822",2.06415356407024,2.16670516465998,2.16670516465998,2.16670516465998,2.0503064085602,2.03286857890348,2.04303934419907,0.31911806443476,0.358834757540727,0.343040457797499,9,7,7,7
"24667",24667,"823",1.15059494064213,1.11560955940006,1.11560955940006,1.11560955940006,1.13097928512548,1.13063293530531,1.13244731210402,-0.146351350171155,-0.145222595322165,-0.165306941589856,7,6,6,6
"24668",24668,"824",1.06347097939611,0.999048207244191,0.999048207244191,0.999048207244191,1.05892251119737,1.05214381319067,1.0507318055937,-0.661549999271905,-0.588482419802783,-0.560742968038303,8,7,7,7
"24669",24669,"825",1.69566051352672,1.78822059698628,1.78822059698628,1.78822059698628,1.68546100885103,1.69392107981949,1.68877771129477,0.405728925263108,0.380891101877699,0.396429917821361,10,9,9,9
"24670",24670,"826",2.10280990198155,2.22645809840925,1.90410111217005,1.90410111217005,2.101562835624,2.09359715713709,2.07473866653282,0.597332260746039,-0.696006147693546,-0.62278378623574,15,13,12,12
"24671",24671,"827",1.78140117526731,1.88270701128747,1.67489741815147,1.67489741815147,1.7743574576221,1.78036539131505,1.77704677182216,0.639963586055195,-0.565482548820041,-0.553524205247603,26,21,20,20
"24672",24672,"828",1.56405601243128,1.65636123321964,1.42658273630725,1.44931172715688,1.55217369153015,1.5586458762635,1.54653378786297,0.636239440970031,-0.823150163385651,-0.544718651973205,30,23,23,22
"24673",24673,"829",1.53500831588328,1.62693215312909,1.40588458555002,1.4237903502113,1.53063889048127,1.52973855544907,1.52452425356323,0.639894484483799,-0.804103188857063,-0.585062441839659,30,24,24,23
"24674",24674,"830",1.51313975454748,1.59199270345,1.56005960121622,1.59199270345,1.5125668460398,1.50864310879961,1.51174447887115,0.579695130826108,0.412876331623388,0.572165400968202,28,23,24,23
"24675",24675,"831",1.43231037796343,1.4784243301951,1.4613357298352,1.4784243301951,1.42878768491108,1.43064521682936,1.42719704499097,0.370941660276128,0.261156389580757,0.386218675279021,30,25,26,25
"24676",24676,"832",1.37716942371815,1.36393375326783,1.35829239695033,1.36393375326783,1.3714645895386,1.38125749037352,1.37138128442801,-0.0737575432180202,-0.286247298930514,-0.0737265208123698,34,30,31,30
"24677",24677,"833",1.39191624297266,1.37441304718671,1.37131019639941,1.37441304718671,1.3774409594514,1.38653856466058,1.38875072352518,-0.0295364664849675,-0.185427095243325,-0.151026418614004,35,31,32,31
"24678",24678,"834",1.47192904283155,1.47738129933952,1.46805178469641,1.47738129933952,1.4710673740812,1.47011006886612,1.4686413207999,0.0759352404514383,-0.0280298834832569,0.102711343361022,38,34,35,34
"24679",24679,"835",1.43872457813793,1.43687484042119,1.4290295274592,1.43687484042119,1.43311769705829,1.43963971736675,1.43630530899596,0.0443042384382234,-0.154165061175878,0.00688850215821877,37,33,34,33
"24680",24680,"836",1.44576226489629,1.43540865495631,1.43540865495631,1.43540865495631,1.43832284341766,1.44254670716624,1.44588245804781,-0.0349747608065666,-0.0869276793928441,-0.135641121688962,35,32,32,32
"24681",24681,"837",1.41388748679788,1.39510486208555,1.39510486208555,1.39510486208555,1.41034688112909,1.40946129626418,1.41316831116471,-0.190542860569487,-0.187838503266851,-0.244365464113666,37,34,34,34
"24682",24682,"838",1.36759620251741,1.37302079856041,1.37302079856041,1.37302079856041,1.36535360090979,1.36818488746197,1.36314174987174,0.0928396522670312,0.0599330204830974,0.112967181002022,39,35,35,35
"24683",24683,"839",1.31277085090142,1.30761862461552,1.30761862461552,1.30761862461552,1.30787033373907,1.31208068378356,1.310955829432,-0.00301204945376504,-0.0551536459347775,-0.0396114754239608,41,37,37,37
"24684",24684,"840",1.36537321191152,1.30240553116233,1.39564121340357,1.30240553116233,1.36092280806331,1.36688028269942,1.36182125643221,-0.649280840867221,0.444176650861558,-0.661122709702938,45,40,42,40
"24685",24685,"841",1.27733172397615,1.21063102748563,1.29502203030641,1.21063102748563,1.27267466411037,1.27701602978224,1.27587049024492,-0.84979357825911,0.335758672277021,-0.915477130728196,53,48,50,48
"24686",24686,"842",1.20134362606651,1.14995172920335,1.2111319242264,1.14995172920335,1.20026795616935,1.19830354355797,1.19980956333308,-0.738005947075609,0.260510818150355,-0.730754617730934,60,54,57,54
"24687",24687,"843",1.23460365107035,1.1763883092015,1.24597200227597,1.1763883092015,1.23227400531141,1.23443594530754,1.23390892772923,-0.822905772557069,0.268159210824594,-0.850134248186679,63,56,60,56
"24688",24688,"844",0.976956757927512,0.878685077370904,0.984986717472175,0.878685077370904,0.97729146868735,0.978256213583112,0.973841562993469,-2.00995021310563,0.191897393474294,-1.76449560907641,47,43,45,43
"24742",24742,"845",0.700193485051571,0.700193485051571,0.700193485051571,0.700193485051571,0.700193485051571,0.700193485051571,0.700193485051571,NA,NA,NA,2,2,2,2
"24743",24743,"846",0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,0.570409436094688,NA,NA,NA,4,4,4,4
"24744",24744,"847",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24745",24745,"848",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
"24746",24746,"849",0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,0.701161146239237,NA,NA,NA,5,5,5,5
